Date,BTC Price,MVRV Ratio,mvrv,row_number,oversold,overbought,Adjusted_MVRV
2023-09-02,25868.2960976037,1.2754291780130094,0.3509827912444725,4795,-0.4550555390431139,1.9260576734147552,0.1969533965215325
2023-09-03,25962.5475689655,1.2801787382255527,0.35634525299814973,4796,-0.4549184682458325,1.9259105172081767,0.1989073269431029
2023-09-04,25799.5256870251,1.2722956632344622,0.34743397118518293,4797,-0.45478141623437907,1.9257633826533613,0.19562391396238793
2023-09-05,25782.3622200468,1.2717974758687853,0.34686895063618234,4798,-0.45464438300360754,1.925616269743939,0.19540215587602414
2023-09-06,25754.7902676797,1.2706663041673179,0.3455852069505543,4799,-0.4545073685483665,1.9254691784735396,0.19491772975854108
2023-09-07,26210.6045637054,1.2931534154017725,0.3708934418224061,4800,-0.4543703728635169,1.9253221088358021,0.2042245495260591
2023-09-08,25904.6982127411,1.2782309506248064,0.35414852581448497,4801,-0.45423339594391443,1.9251750608243619,0.1980256227442294
2023-09-09,25894.6205976037,1.2778717616763464,0.3537430647071496,4802,-0.4540964377844183,1.9250280344328594,0.19786176664521646
2023-09-10,25831.4647802455,1.274805713564872,0.35027739027267313,4803,-0.4539594983798896,1.924881029654939,0.1965748671002732
2023-09-11,25135.0393781414,1.2409988021545313,0.31150172294083084,4804,-0.4538225777251945,1.9247340464842484,0.18251476889850043
2023-09-12,25859.7018068381,1.276849786407383,0.3525888107476927,4805,-0.4536856758151995,1.9245870849144335,0.19739306175624793
2023-09-13,26226.8667524839,1.2949298817041497,0.3728739804937183,4806,-0.45354879264477255,1.9244401449391493,0.20487485981081852
2023-09-14,26556.056943308,1.3107246176304659,0.39036460812913604,4807,-0.45341192820878184,1.9242932265520487,0.21139960311180678
2023-09-15,26672.6160818235,1.3162477218226403,0.39643103421925546,4808,-0.4532750825021026,1.9241463297467902,0.21367015354232693
2023-09-16,26555.6361031561,1.3104523078099262,0.39006484963112825,4809,-0.4531382555196082,1.923999454517034,0.21125976064752372
2023-09-17,26502.4321189363,1.3077835972696163,0.3871238336684779,4810,-0.45300144725617564,1.923852600856442,0.21014173263244262
2023-09-18,26764.6319064874,1.320321096514982,0.40088882959563,4811,-0.4528646577066837,1.9237057687586816,0.21531421516478963
2023-09-19,27215.0504848042,1.3414912821241591,0.4238376790657392,4812,-0.45272788686601295,1.9235589582174217,0.22404141851617204
2023-09-20,27133.4037235535,1.3375317517393106,0.4195731401366769,4813,-0.4525911347290492,1.9234121692263315,0.2223959528490575
2023-09-21,26571.5952919345,1.3100462763855678,0.3896177747648509,4814,-0.45245440129067305,1.923265401779089,0.211023659224276
2023-09-22,26581.1476116306,1.3105295190754807,0.39014985007547,4815,-0.45231768654577564,1.9231186558693665,0.2112100928559647
2023-09-23,26575.776386616,1.3102509606342398,0.38984316671423425,4816,-0.4521809904892429,1.9229719314908476,0.21108115517895906
2023-09-24,26286.6410488019,1.296058458113202,0.37413079177808695,4817,-0.4520443131159695,1.9228252286372154,0.20518637550154273
2023-09-25,26288.8095005845,1.296187807462154,0.37427476858068354,4818,-0.4519076544208467,1.9226785473021515,0.20522582817432256
2023-09-26,26194.5378880772,1.291644411827774,0.3692089524613549,4819,-0.45177101439877276,1.9225318874793462,0.20332681361228389
2023-09-27,26336.0825973115,1.29871135463756,0.37708081992659426,4820,-0.4516343930446425,1.9223852491624918,0.20624408652907575
2023-09-28,27033.4254415546,1.3328268151071971,0.41448933165118984,4821,-0.4514977903533577,1.9222386323452803,0.22035271712248042
2023-09-29,26911.2514739918,1.3266533060139545,0.40779140081826715,4822,-0.45136120631981846,1.9220920370214092,0.2177882511800198
2023-09-30,26977.6933126826,1.3297428140006218,0.4111472405797324,4823,-0.4512246409389302,1.921945463184576,0.21905268365264735
2023-10-01,27950.1453594389,1.3773313939949954,0.46187572211024863,4824,-0.45108809420559837,1.9217989108284854,0.23865182573344745
2023-10-02,27565.8892954413,1.3584352455599507,0.44194579622892566,4825,-0.45095156611473186,1.9216523799468401,0.2308683704230794
2023-10-03,27439.1422393337,1.3519570926661622,0.43504936524433063,4826,-0.45081505666123967,1.9215058705333483,0.228186911328957
2023-10-04,27797.251176505,1.369035570094884,0.45315993098794854,4827,-0.45067856584003607,1.92135938258172,0.23520892858643083
2023-10-05,27426.3450926359,1.3509819688881464,0.43400841961604136,4828,-0.4505420936460336,1.9212129160856684,0.22776092522664468
2023-10-06,27941.9633760959,1.3758105846900133,0.4602818600554878,4829,-0.45040564007415007,1.9210664710389107,0.2379726412930548
2023-10-07,27972.7515704266,1.3769216326452167,0.4614464509678247,4830,-0.45026920511930335,1.920920047435164,0.23841841262280736
2023-10-08,27936.3261157218,1.375035048807919,0.4594683925259781,4831,-0.45013278877641305,1.9207736452681505,0.23763198768863117
2023-10-09,27591.3467618352,1.3576435018313804,0.4411046978003076,4832,-0.4499963910404041,1.9206272645315945,0.23046052180756554
2023-10-10,27419.7971803039,1.3492249055449201,0.4321308546386416,4833,-0.44986001190619973,1.9204809052192218,0.22697598610824388
2023-10-11,26828.1725710111,1.3202674350578156,0.40083019333539793,4834,-0.4497236513687284,1.9203345673247636,0.21498798867073501
2023-10-12,26741.3405990649,1.3161519353934608,0.39632604210223865,4835,-0.4495873094229168,1.9201882508419494,0.21326912897815367
2023-10-13,26842.4467703098,1.3212206096545225,0.40187137943972967,4836,-0.4494509860636988,1.9200419557645176,0.21535647580076067
2023-10-14,26861.9892375804,1.3215596997310837,0.4022415983132521,4837,-0.4493146812860047,1.9198956820862065,0.21548378647586622
2023-10-15,27130.3067092344,1.3346449802632623,0.4164560315540249,4838,-0.44917839508477186,1.9197494298007527,0.2208889733212496
2023-10-16,28506.7936741671,1.4014847024823869,0.4869559971187154,4839,-0.44904212745493766,1.9196031989019033,0.24840619032061975
2023-10-17,28433.2051522501,1.3975697870834762,0.4829203252619988,4840,-0.4489058783914377,1.919456989383404,0.2467913952776522
2023-10-18,28328.0750195792,1.3921472476366212,0.47731181334194356,4841,-0.44876964788921825,1.9193108012390017,0.24455644189519737
2023-10-19,28690.358041204,1.4101632063982517,0.49586214378397314,4842,-0.44863343594322025,1.919164634462451,0.251931748688126
2023-10-20,29704.9853673291,1.458847579295027,0.5448291580452386,4843,-0.44849724254838996,1.9190184890475024,0.27176821207552065
2023-10-21,29922.5464044418,1.4691575360531246,0.5549891026994155,4844,-0.44836106769967365,1.9188723649879158,0.27594159131176
2023-10-22,29984.1593196961,1.4718604302632432,0.5576408737633818,4845,-0.44822491139202114,1.9187262622774508,0.27702955521959877
2023-10-23,32954.1690482174,1.6135006059848924,0.6901941196601417,4846,-0.44808877362038757,1.9185801809098688,0.3335562194649705
2023-10-24,33880.9566537113,1.6543975577361412,0.7263059610238518,4847,-0.44795265437972276,1.9184341208789366,0.34955622332761077
2023-10-25,34488.6589210988,1.6816017813768371,0.7498361027084995,4848,-0.44781655366498363,1.9182880821784227,0.36011847590416307
2023-10-26,34181.4922521917,1.66366291809863,0.7343631524390606,4849,-0.4476804714711289,1.918142064802094,0.35316447431233233
2023-10-27,33896.938528346,1.6487935045184048,0.7214107264517524,4850,-0.4475444077931172,1.9179960687437294,0.347377102818822
2023-10-28,34091.5890327294,1.65738945553029,0.7289126487531333,4851,-0.44740836262591266,1.9178500939971013,0.3507283529722533
2023-10-29,34574.3377206312,1.679987904494401,0.7484508459869148,4852,-0.44727233596447746,1.9177041405559887,0.3595056628941799
2023-10-30,34495.1050207481,1.6747004769485945,0.7439030901606607,4853,-0.44713632780377743,1.9175582084141762,0.35745932461175417
2023-10-31,34636.4264736996,1.6799862082890051,0.7484493893643155,4854,-0.4470003381387819,1.9174122975654466,0.359510905258352
2023-11-01,35431.9794532437,1.7153312970443606,0.7784872437121503,4855,-0.4468643669644621,1.9172664080035844,0.3731503422707366
2023-11-02,34882.9173366452,1.6874327862380751,0.7548300379310449,4856,-0.44672841427578724,1.9171205397223847,0.36239965082370795
